ncbi_tax_id,CC11CM0,CC11CM1,CC11CM10,CC11CM11,CC11CM12,CC11CM13,CC11CM14,CC11CM15,CC11CM16,CC11CM17,CC11CM18,CC11CM19,CC11CM2,CC11CM20,CC11CM21,CC11CM22,CC11CM23,CC11CM24,CC11CM25,CC11CM26,CC11CM27,CC11CM28,CC11CM29,CC11CM3,CC11CM30,CC11CM31,CC11CM32,CC11CM33,CC11CM34,CC11CM35,CC11CM36,CC11CM37,CC11CM38,CC11CM39,CC11CM4,CC11CM40,CC11CM41,CC11CM42,CC11CM43,CC11CM44,CC11CM45,CC11CM46,CC11CM47,CC11CM48,CC11CM49,CC11CM5,CC11CM50,CC11CM51,CC11CM52,CC11CM53,CC11CM54,CC11CM55,CC11CM56,CC11CM57,CC11CM58,CC11CM59,CC11CM6,CC11CM60,CC11CM61,CC11CM62,CC11CM63,CC11CM64,CC11CM65,CC11CM66,CC11CM67,CC11CM68,CC11CM69,CC11CM7,CC11CM70,CC11CM71,CC11CM72,CC11CM73,CC11CM74,CC11CM75,CC11CM76,CC11CM77,CC11CM78,CC11CM79,CC11CM8,CC11CM80,CC11CM81,CC11CM82,CC11CM83,CC11CM84,CC11CM85,CC11CM86,CC11CM87,CC11CM88,CC11CM89,CC11CM9,CC11CM90,CC11CM91,CC11CM92,CC11CM93,CC11CM94,CC11CM95,CC11CM96,CC11CM97,CC11CM98,CC11CM99
1118056,,,,,,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
1218506,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,,,,,,,,,,,2351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,,,,,,,,,,,1049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410644,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508657,,,,,,,,,,,213.0,,,,,,,293.0,,,,,,,,,,,,,,,,,,,,364.0,,,,,,,,,,325.0,,,,,,,1178.0,,,,659.0,,,,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,,,,,,,,,,,
191027,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218495,,,,,,,,,,,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.0,,,,,2303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28117,,,,,,,,,,,828.0,631.0,,,,,1212.0,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,1102.0,,,,,,,,943.0,,,2413.0,,2098.0,,,,,,,,596.0,,,,,,,,,1338.0,,,,,,,,,,,,,,,,,,,73.0,,,,,,
33030,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393921,,,,,,,,,,,228.0,,,,,,,,,,1224.0,,,,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
469599,,,,,,,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477666,,,,,,,,,,,2286.0,793.0,,,,,,,,,,,,1466.0,,,,,5659.0,,,,,,,,,,,,,,,,,896.0,,,,,,,216.0,,,,,,760.0,,,,,,,,,,1550.0,678.0,,,,,,,999.0,,1600.0,39.0,,,,,,,,,,2925.0,,,,,,,,208.0,,
640513,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648567,,,,,,,,,,,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665953,,,,,,,,,,,953.0,,,2584.0,,,,,,,,,479.0,,,,,,,,1634.0,756.0,,,,,,,,,,,,,,,2234.0,,,,,,,802.0,,,,,,288.0,,,,,,,,,,,,1428.0,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,
742743,,,,,,,,,,,415.0,,,,,,,,,,,,1787.0,,,,,1293.0,,,,,,,,810.0,,,,,,,,,,,,,,,,,,,,1339.0,,,,,,,,,,,,,,,,,,,,4284.0,,,,2632.0,,,,,,,,1429.0,,,,,,829.0,,,,,,
742765,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762966,,,,,,,,,,,2058.0,,,,,,1163.0,626.0,,,136.0,,,,,,,,,,,,482.0,,,,2326.0,,,,,,,104.0,,,,,,,,,,,723.0,,2341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.0,,,,,1541.0,,,,974.0,,2110.0,954.0,,
78343,,,,,,,,,,,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,
82135,,,,,,,,,,,19.0,,,,,,,,89.0,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,242.0,,,,,,,,,,,
104955,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121096,,,,,,,,,,,,5397.0,,,,,,,,,872.0,,,,,,,,,,,,,,,,,,,,,,,1503.0,,1251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175631,,,,,,,,,,,,5.0,,,,,,,,,,,,31.0,,,,,,,16.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286171,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,
1349415,,,,,,,,,,,,575.0,,,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,17.0,,,21.0,,,,,,,,,,,,3.0,,,
150336,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,
187328,,,,,,,,,,,,52.0,,,,,,,,22.0,,,,117.0,,51.0,,,,,,56.0,,,,,151.0,,,,,,,,,,556.0,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,57.0,,,,,,,,73.0,,,,,,,94.0,,,,,,461.0,,,,,
264199,,,,,,,,,,,,2662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310298,,,,,,,,,,,,1106.0,,,,,,,,541.0,,,,,,,,,,,,955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.0,,,,,982.0,,,,,,,,,,,,,312.0,,,,,,,,,,,,,,118.0,,,
33964,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720554,,,,,,,,,,,,590.0,,,284.0,,758.0,,,,,443.0,,,,,,,,,,,321.0,,,,,,,,938.0,,439.0,,,,,,,,,,326.0,,,,,,,,,,,,,,,,,397.0,1867.0,,,,,,,,,,,,,,,,,,,,,,,,,666.0,2000.0,,,
742727,,,,,,,,,,,,3261.0,,,,,,,,604.0,,,,,2042.0,,,,,,1341.0,,,,,,,3299.0,,669.0,,,,,,,,,,,886.0,,,634.0,,,,,,,,,,,,,,,,,,,,,836.0,,,,3472.0,,,,,77.0,,,,,,1767.0,,,,,,,,88.0,,
762209,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,3880.0,,,,,,,,,,,,,,1425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.0,,,,,,,,7645.0,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,388.0,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888833,,,,,,,,,,,,1188.0,,,,,,,,,,,,,,,1411.0,,,,,,,,,,,,,,1004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990143,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,116.0,,,,,,,,,,,,,,,,,,
1122975,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201031,,,,,,,,,,,,,27.0,,,,,,,,,14.0,,,,,,,20.0,,,,,,,,,,,,,,,,10.0,,,,,,,,9.0,,,31.0,,20.0,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,8.0,24.0,,,,,,
244366,,,,,,,,,,,,,86.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0,,,,,,,
526222,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626940,,,,,,,,,,,,,1517.0,,210.0,,,,,6.0,,,,,246.0,,,,,,,,,,,593.0,351.0,,,,,,450.0,439.0,,,,995.0,,,,,,,253.0,758.0,,,,230.0,324.0,,,,783.0,,,,,,,54.0,,75.0,,,,,,,,,,317.0,,,,,,,,,,,,,,,,41.0
78345,,,,,,,,,,,,,433.0,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,366.0
1296536,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,113.0
1301100,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134605,,,,,,,,,,,,,,1634.0,,,,,,,,152.0,,,,,,,,3358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436965,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,,,,,,,,,,,,,,1760.0,,,,,,,,,,,,,,,,2115.0,,,,,,,,1038.0,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,,,,,,,,738.0,,,,,,,,,,,,,,,2432.0,,,,,,,,,,735.0,
228229,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249188,,,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264638,,,,,,,,,,,,,,11.0,,,,,,,,,,,1.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29371,,,,,,,,,,,,,,617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0,,,,,,,,,1276.0,,,,,,,,,,,,,,,,,,,,,,864.0,,,,784.0,,,,,575.0,,,,,,,852.0,,,,,,,,,,,
626932,,,,,,,,,,,,,,1299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034.0,,,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999419,,,,,,,,,,,,,,225.0,,,,,,,,2653.0,,,,,,,,,,1638.0,,,,,,,,,,,,,,,,,,,1819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.0,,,,,
1520,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,,,,,,,,,,,,,,,811.0,,,,,,,,,,,,,,501.0,741.0,,,,484.0,,,,,1588.0,,,,,,,,,,,,,,,,,,,,,,,,,,529.0,,,,746.0,,,479.0,,,,,,,,,,,,,,624.0,,,,,,,,,,,,814.0,,
180957,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266762,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.0,,,,,,,1626.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,467.0,,,,,,,,
293371,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39487,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,,156.0,,,,,,,346.0,,,,,,,,,,,,,126.0,,,,,1.0,,,,,,,,,,,,,212.0,,,,,,,,,,,,,,,,,,,,,202.0,,,,,,,,
471875,,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484020,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717959,,,,,,,,,,,,,,,2588.0,,,5097.0,,,,,,,,,,,,,,2318.0,,,,,,601.0,,,,,,,,,,,,,,,,,1781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220.0,,,,,,,,,,
997889,,,,,,,,,,,,,,,1644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080071,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121110,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,
1236513,,,,,,,,,,,,,,,,3094.0,,,,,,,,,,,,,,,,,,,,,,1852.0,,,,,,,,,,2555.0,,,,1004.0,,,,,,,,1897.0,,730.0,,,,,,,,,,,,861.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,
155865,,,,,,,,,,,,,,,,3172.0,,,,,1430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.0,,,,,,933.0,,,,,,,,,,,2293.0,,,,,,,,,,446.0
1681,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,
28119,,,,,,,,,,,,,,,,861.0,,,,,,,,5267.0,,,,1015.0,918.0,,,,,,4203.0,,,5461.0,,,432.0,,928.0,,1416.0,,1004.0,,,,,,,,,,2046.0,284.0,,,,,,,,3331.0,,1822.0,,,,,,,,,,635.0,,,,94.0,60.0,,,,,53.0,,,,,48.0,,,,,,,
29358,,,,,,,,,,,,,,,,248.0,,,,185.0,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,77.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,,,,,,182.0,,,,,,,,,,,,
299768,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386415,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396504,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,1428.0,,275.0,607.0,,,,,779.0,,,,,,,,,,,,,761.0,,,,,,,1331.0,,,,,,,,,,,363.0,,,,,,,,,,,,,1139.0,,,,,,,1586.0,,,,,2680.0,,1697.0,,,,,
414682,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453959,,,,,,,,,,,,,,,,16.0,,,,,,,,13.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454154,,,,,,,,,,,,,,,,157.0,,154.0,428.0,,474.0,,,,,148.0,,,,,129.0,124.0,88.0,,,,,153.0,,,,,,,,,288.0,,,104.0,319.0,,,119.0,,217.0,,,,10.0,,,303.0,,,,226.0,71.0,,,,,,249.0,,,,,,,,,244.0,,,,,464.0,168.0,,,,95.0,74.0,31.0,,,,106.0,
507750,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563008,,,,,,,,,,,,,,,,1801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573564,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,1541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0
823,,,,,,,,,,,,,,,,2062.0,,,,,,,,,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3817.0,,,,,,719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.0,
1118062,,,,,,,,,,,,,,,,,1.0,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,
1121109,,,,,,,,,,,,,,,,,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,,,,,,,,,,,,,,,,,,,
1123301,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,
122277,,,,,,,,,,,,,,,,,14.0,,,,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,22.0,,,,,,,,12.0,,,,,,,,,,,,27.0,,,,,,21.0,,,,,,,,,,,,,55.0,,,22.0,,,15.0,,,,,,,,
1232428,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,17.0,,,,,9.0,,,,,,,48.0,,,,,,,,,,,,
1328404,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264030,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,515.0,,,,,
28111,,,,,,,,,,,,,,,,,1023.0,,,,,,,,,988.0,,2599.0,,,,,,,,,1350.0,,,,,2132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.0,,,,,,,,,,,,,,,,,,,,,15.0,,,,,
29552,,,,,,,,,,,,,,,,,1.0,,,,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,19.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
332101,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435911,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471870,,,,,,,,,,,,,,,,,2221.0,,,,,692.0,,,,,,,,,,,,,,,,,,,632.0,,,,,,,,,,,,,,1232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,,,
550,,,,,,,,,,,,,,,,,129.0,,42.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,
57706,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,
691816,,,,,,,,,,,,,,,,,753.0,,,,,,1308.0,,,,,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.0,,844.0,,,413.0,,,,,,,,1270.0,,,,,,,,,,
702459,,,,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742725,,,,,,,,,,,,,,,,,3456.0,,,,,,,,,,,,1642.0,,,,,,,1140.0,249.0,,,,,,,,3143.0,,,,,,,,,,,,,,,,,,,,,,,,7103.0,,,,,,,4374.0,,,,,7259.0,,,,,3412.0,,,2057.0,1129.0,,,,,,,,,,
77768,,,,,,,,,,,,,,,,,4946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7926.0,,,,,,,,,,,,,4162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887929,,,,,,,,,,,,,,,,,3.0,,,,,,,,,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,,,4.0,,1.0,,20.0,,,,,,6.0,,,,,,5.0,,,,,17.0,4.0,,,,,,,,2.0,,,,,8.0,,,,,,,,,,,
997873,,,,,,,,,,,,,,,,,1247.0,,,1131.0,,,,,,,,,,,,,,1332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0,,542.0,1987.0,,,,,,,,,,,,,,,,,,992.0,,,,,,,,,,
1078480,,,,,,,,,,,,,,,,,,1343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234680,,,,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.0,,,,,,
150055,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290054,,,,,,,,,,,,,,,,,,2110.0,,,,,,,,,,,,,,,,,,,,,,588.0,,,405.0,,,,1390.0,,,,,,,848.0,,,,,,1311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357441,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384613,,,,,,,,,,,,,,,,,,278.0,,,,,,,,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,,,,,,,360.0,,,,,,,,,,580.0,,,,,,,,,,,,,,,,1099.0
46609,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
