ncbi_tax_id,CC11CM0,CC11CM1,CC11CM10,CC11CM11,CC11CM12,CC11CM13,CC11CM14,CC11CM15,CC11CM16,CC11CM17,CC11CM18,CC11CM19,CC11CM2,CC11CM20,CC11CM21,CC11CM22,CC11CM23,CC11CM24,CC11CM25,CC11CM26,CC11CM27,CC11CM28,CC11CM29,CC11CM3,CC11CM30,CC11CM31,CC11CM32,CC11CM33,CC11CM34,CC11CM35,CC11CM36,CC11CM37,CC11CM38,CC11CM39,CC11CM4,CC11CM40,CC11CM41,CC11CM42,CC11CM43,CC11CM44,CC11CM45,CC11CM46,CC11CM47,CC11CM48,CC11CM49,CC11CM5,CC11CM50,CC11CM51,CC11CM52,CC11CM53,CC11CM54,CC11CM55,CC11CM56,CC11CM57,CC11CM58,CC11CM59,CC11CM6,CC11CM60,CC11CM61,CC11CM62,CC11CM63,CC11CM64,CC11CM65,CC11CM66,CC11CM67,CC11CM68,CC11CM69,CC11CM7,CC11CM70,CC11CM71,CC11CM72,CC11CM73,CC11CM74,CC11CM75,CC11CM76,CC11CM77,CC11CM78,CC11CM79,CC11CM8,CC11CM80,CC11CM81,CC11CM82,CC11CM83,CC11CM84,CC11CM85,CC11CM86,CC11CM87,CC11CM88,CC11CM89,CC11CM9,CC11CM90,CC11CM91,CC11CM92,CC11CM93,CC11CM94,CC11CM95,CC11CM96,CC11CM97,CC11CM98,CC11CM99
340101,,,,,,2.0,3.0,,,1.0,,,2.0,,1.0,,,1.0,8.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,8.0,2.0,1.0,2.0,4.0,,1.0,,,,,,,,,2.0,,,,,,,,1.0,,2.0,,,,,2.0,,,,,2.0,1.0,,,,,,
35517,,,,,,2513.0,,,,,,,,,,,,,,642.0,,,,,,,,,,,,,1311.0,,,,,,,,,,,,,,,,,,,,1264.0,,,,911.0,,,,,,,,,,,,895.0,,,,,,,,,,,,2152.0,,,,,,,,,,,,,1943.0,,,2956.0,,,
365659,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387661,,,,,,3150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,,,,,,,,,
39778,,,,,,128.0,,,,,,,,,,99.0,295.0,,,,,,,,,,,,,,,,,,,,374.0,,,,,,,356.0,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,65.0,60.0,,,,,,,,,,,,,,,,,,,,,,
39950,,,,,,59.0,,,,,,,,,,,,2092.0,,,,,,,,,,,,,,,,,,,,,,,,995.0,,,,,1422.0,,,,2696.0,,,33.0,,,,,,,,,,,,,235.0,96.0,,,,58.0,,,,,,1090.0,,,,,,,,,,,,,,,,,,,,,,
418240,,,,,,436.0,,,1025.0,2146.0,378.0,332.0,,,,,,,986.0,,477.0,55.0,,,,,588.0,,,,,,,,485.0,825.0,113.0,,,787.0,569.0,,,,,1491.0,647.0,89.0,,,,202.0,,622.0,595.0,351.0,803.0,,1880.0,146.0,3476.0,2683.0,1506.0,3464.0,,858.0,742.0,,,,,,,,,,261.0,,1573.0,,,,,,,,,,,,,,,5427.0,1401.0,621.0,,,,1055.0
655811,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671218,,,,,,210.0,,113.0,,,,,,,,,,,,,,,,,478.0,522.0,,,,,,,,,,,,,,698.0,,,,,,,,,,,,,,,,731.0,,,,,,,,,,593.0,,,,,,,,,,,,,,,73.0,,,,932.0,,,,,,,,,,,,,,,
821,,,,,,973.0,,,,,1079.0,,,,1261.0,,,,,,,,,,,,,,,,,1581.0,,,,,,,,,,,,,3074.0,,1229.0,,,,,,,,,,,,,,,,,,753.0,,872.0,,,,1028.0,,,,738.0,2515.0,,4327.0,,,,,,,,,,,,,,,,,,,,,,
84032,,,,,,1120.0,324.0,,,,,,,,,,,,,,,,,,516.0,,,398.0,,,,,,,,,,,,,,,,,,662.0,,,933.0,,,,,,,,,,,473.0,,,,,,,123.0,,,,,,,,,,,,,,,1642.0,,,,,,,,,,,,,,,,,,
858,,,,,,926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85831,,,,,,3496.0,,,,,,,,,1023.0,,,,,,,,,,884.0,,751.0,,3418.0,,,,,,,,,,1340.0,,915.0,,,,,,,,508.0,,1203.0,,,,,,4712.0,,,421.0,,,,,,,4258.0,,,,,,,,4344.0,809.0,,,,,,,,,,,,,,,,,,,,,,,35.0,
871664,,,,,,668.0,,,1542.0,624.0,580.0,,,,,1066.0,,,592.0,575.0,,,,241.0,797.0,,,611.0,,,,,1482.0,,,619.0,,,652.0,591.0,1174.0,1907.0,,,,,313.0,56.0,,,,71.0,,829.0,,,,,406.0,,,5565.0,2264.0,833.0,,3565.0,1487.0,,445.0,,,432.0,,1520.0,,399.0,539.0,,628.0,,,,,,,,,,,,1560.0,4007.0,,2616.0,842.0,952.0,1379.0,1190.0,,1317.0
879612,,,,,,14.0,,,,,,,,,7.0,,,,19.0,8.0,,,,,,,,,,,,,,,,,14.0,,,,14.0,14.0,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888746,,,,,,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997887,,,,,,1518.0,,,,,,,,,,,,,,683.0,,,701.0,,1421.0,,,,,,,,,,,,,,,,,,,,,,,,,699.0,,,296.0,,,,,,,,,,489.0,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,,,416.0,,,,,,,,
1095770,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123304,,,,,,,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,
1123311,,,,,,,896.0,,,,,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236498,,,,,,,726.0,,,,,1274.0,,3595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2844.0,,,,,,,,,,,,,,,,,648.0,,,,,263.0,,,,,,,,,,,,,1471.0,,,,,,,,,,,,,,,288.0,,,,,,,,,
1454229,,,,,,,227.0,,,,,,,,287.0,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.0,,,,
1505,,,,,,,226.0,,181.0,,,,,187.0,,,,127.0,,,,,,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,498.0,,,,
1577223,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
185008,,,,,,,69.0,,,,,44.0,91.0,80.0,,,,,,,,,,17.0,,,,,36.0,,,20.0,,,,,,,,15.0,70.0,,,,121.0,,,81.0,,,,,,,,,,,,,57.0,,2.0,,,,,,,,,,,,,,,17.0,,35.0,,,,,,,,44.0,,,,,,,,,,,,
248316,,,,,,,77.0,,,,,,,,,63.0,,,,,175.0,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,69.0,,,,,97.0,,,,,,,,,,,,174.0,63.0,,,,,,,,,,116.0,,,,,,,,,,,,,,,9.0,,,,,126.0,
320502,,,,,,,923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,,,,,,,,,,,,327.0,,,,,144.0,,,,,,,,,,,,,,,,,655.0,,2465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.0
327277,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,320.0,,,,,,,376.0,,,,,,,
329854,,,,,,,1166.0,,740.0,1174.0,,875.0,,5951.0,,,,,,,,,,,,,1154.0,1868.0,,,,,,,6957.0,,,1520.0,,,,,,964.0,,,,,,,,,,,,,1112.0,,,1109.0,,,,,,,,,,,,,,,2541.0,,,,,,,,71.0,,,,,,,429.0,,,,,,,,,,
33025,,,,,,,31.0,659.0,490.0,,,,,,,154.0,566.0,968.0,199.0,,,1107.0,,,,613.0,,,,,547.0,422.0,,,,,,,594.0,,299.0,282.0,,,419.0,,1122.0,,183.0,,644.0,,362.0,,,,,41.0,,,,489.0,789.0,331.0,,,670.0,290.0,,,,,,,,,,471.0,,112.0,,,,,332.0,,,880.0,,,500.0,810.0,,,976.0,,,,,
351091,,,,,,,868.0,,,,,424.0,,,,,,,,177.0,400.0,,593.0,,,,,1140.0,143.0,,,,,,,98.0,,,,,1032.0,,,861.0,,,1634.0,,,329.0,138.0,,1360.0,,,,,,250.0,186.0,,,,,,1406.0,,,,,714.0,,,894.0,,,153.0,,,,,,,974.0,,,,,,463.0,,,62.0,,,,,,,363.0
397865,,,,,,,3715.0,,,,,,,,,939.0,1208.0,,471.0,,,,,,,,,1143.0,,,,,,,,,1529.0,1172.0,488.0,,,,,,,,,,1436.0,,,,,,,,,,,,,,,,,,,,,,401.0,,,400.0,107.0,,1707.0,,,2349.0,,,,,,,,,,,,,1143.0,,,,3351.0,,,
53442,,,,,,,763.0,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.0,,,,,,,1156.0,,,,,,,,861.0,,,2419.0,,,,,496.0,,,,,,4784.0,,,,,,,,,,,,,,,,,,,,,3051.0,,,,,,,,5542.0,,546.0,1036.0,99.0,,
546273,,,,,,,221.0,,,,,,,,,,,,,,,,74.0,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,47.0
591001,,,,,,,112.0,25.0,,,21.0,,291.0,,73.0,16.0,,,,,13.0,,122.0,,140.0,81.0,,,,,,24.0,,,,,,,,,,,,,,,,64.0,,,,77.0,,,,53.0,,89.0,50.0,268.0,,54.0,,,,,,,,45.0,,,,83.0,,,,,,,,,,,,,110.0,,20.0,,,,18.0,,,,,,,
871324,,,,,,,1375.0,,,,,,,1077.0,,,,832.0,,,,,,,,727.0,,,1160.0,,,,4213.0,,1936.0,,4849.0,,,,,889.0,,,,,,,,,,,473.0,2364.0,,,,1150.0,,,,,,,,,,,906.0,,485.0,1115.0,,,,,,2614.0,,,,,,,,,,,,,,,,,,,,,,
888728,,,,,,,1523.0,433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.0,,,,,,,,,,,,,,,,,,,,,,,,,2887.0,,,,425.0,,,,,,,,,,,3956.0
903983,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102886,,,,,,,,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110546,,,,,,,,42.0,,,,,554.0,136.0,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,509.0,,,144.0,,,224.0,,,,,,,,,,66.0,,,,,,,,,,170.0,,,,,,710.0,224.0,,,,,,,,,,,,117.0,,128.0,366.0,,,,,,,,,,198.0,
1236538,,,,,,,,2395.0,600.0,,,977.0,,,2361.0,,596.0,,,,1137.0,,,,,,,,,,,,,,,,,,,,,,,817.0,,,,,,,,,,923.0,2838.0,539.0,,,,,,,,,,506.0,,,407.0,,,915.0,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,,
1298596,,,,,,,,1620.0,,,1949.0,1842.0,,2656.0,,,,,,,,226.0,1794.0,,,1323.0,,,,,,,,,,18.0,,,1108.0,,,,1431.0,,,,,,,921.0,,,,693.0,,2320.0,,1894.0,,,,1441.0,,2089.0,,,,,,,,,,,,,1266.0,,,,107.0,,,1228.0,,1969.0,,1203.0,,,,,,,,3165.0,,289.0,,
1321823,,,,,,,,947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133448,,,,,,,,18.0,,,21.0,,23.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,91.0,,,14.0,,,,,,,,,,23.0
1384063,,,,,,,,1190.0,,,245.0,,,,,,1192.0,,,566.0,,,,,,,,,,,,,,,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,2.0,,,,,,,,15.0,,,,,,,,,,,,,,22.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
308994,,,,,,,,462.0,,,,,,1364.0,,,,,,,,,,1775.0,,,,,,1744.0,,,,,,,,208.0,,281.0,1686.0,,,,,,,,,,,,,,91.0,,,,,3411.0,,583.0,2540.0,1683.0,1273.0,,,,,,1017.0,,,,,,,,,,1356.0,,,,820.0,,,,,,,,,,,,,1071.0,3606.0,2775.0
313439,,,,,,,,763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33037,,,,,,,,2.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39486,,,,,,,,1084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411475,,,,,,,,2.0,84.0,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,68.0,,,67.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423477,,,,,,,,14.0,,,,,194.0,,,,75.0,,,,,42.0,,,,,,,,,,,151.0,,,,,,,,,,,,126.0,22.0,,,,,,,,,,241.0,,,,,,,,,,,661.0,,,,,,,,522.0,,,,,,,,,240.0,,,,,,,,,,,,,,,491.0,
537012,,,,,,,,1345.0,,,,,,,,,,,,,,,829.0,,,,,,,,,,,,,,,,1136.0,,,,,,,,,,,,,1294.0,,,,,,,,,,,,,,,,,,1266.0,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,
645466,,,,,,,,292.0,,,,93.0,1490.0,,,,1021.0,,,,,,,,972.0,,,,,,,,,1660.0,,231.0,,585.0,,,,,,,,,,,,,,,,,,,,,,,469.0,,,552.0,1522.0,,,,,,,,1081.0,819.0,,272.0,,,275.0,1907.0,,1046.0,,,,,31.0,,127.0,,323.0,,,,,,,,,
657309,,,,,,,,582.0,,2159.0,,,,,,,,,,,,,1844.0,,,,,,,,,,,,,,,,,,,,,,2209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,718.0,,,,,,,,,,,,,2092.0,783.0,1015.0,,,,,,,,,,1941.0,776.0,,,,,2908.0,,,2966.0,,,,2650.0,,,,,,,,,514.0,,,,,,,,180.0,,477.0,,,,,,,,,,,1043.0,,,,,,,,,,,,118.0,,,,,,,31.0,,,,,
873513,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.0,,,,,,,,,,,,,,
904306,,,,,,,,1710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930854,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,
997350,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
999420,,,,,,,,1317.0,2426.0,,,,,,,,,,4746.0,,,,,,922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.0,,,,,3254.0,,,,,,,,,,,,,3424.0,,915.0,,,,,,,,,,,,,,,,,715.0,,,,915.0,,,,
1080072,,,,,,,,,1147.0,,,,,,,,,,,,,,,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,,,,,,,,,,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,
111105,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123312,,,,,,,,,2571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6365.0,,,,,,,,1526.0,,,,,,,,,,,,
1128111,,,,,,,,,249.0,,,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133319,,,,,,,,,2468.0,,,,,,,,,1314.0,,,,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,3458.0,,,,,,,,,,,,,,,,,,,,,,,3289.0,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,
1349416,,,,,,,,,556.0,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355.0,1210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.0,,,,,,,,,,,,,,,,,,
221711,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,
28446,,,,,,,,,123.0,,,,,,,439.0,,,90.0,,,,,377.0,,,,,,,,,,,,,187.0,,313.0,199.0,,,12.0,,286.0,,,,,429.0,,,,,,,355.0,,,,,,,263.0,,392.0,,14.0,,474.0,723.0,,101.0,,,280.0,,28.0,,,,,16.0,133.0,,271.0,,,104.0,,,,,,195.0,,339.0,361.0,458.0,
29466,,,,,,,,,64.0,,,,,337.0,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,72.0,,,43.0,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,186.0,,,,,
39948,,,,,,,,,1700.0,530.0,,,,,,,,,,,,,,,,,,,,,,,538.0,,,,842.0,,,,,,,,,,,,,2258.0,,,,,,,480.0,,,,,,,,,,,,900.0,,,,,573.0,,,,,,,,,,,,,,,,1646.0,,1768.0,,,,,,,,
53443,,,,,,,,,3198.0,,,,1557.0,,,1603.0,,,,883.0,,,,,,,127.0,,,,,,,,,,,,,,,555.0,,,,,,,,,,,,498.0,,,,,547.0,,,1072.0,,667.0,,,,,,,,,,328.0,,,,387.0,,,,,,,,,,,,,,,,,,2134.0,401.0,,,
67828,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,30.0,,,,,,,,,,,,,,,,24.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,55.0,,,,,,
679935,,,,,,,,,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119.0,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.0,,,,,,,,,,,,,181.0,
733,,,,,,,,,1123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.0,,,,,,,,,492.0,,,,,,,,556.0,,,,,,,,,,,,,,,,,3306.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763034,,,,,,,,,964.0,,,,,,,,,,769.0,,,,,,,,,,2457.0,,,,,,1260.0,,,,,,1663.0,,,,,,,1406.0,,,4324.0,,,,,,,,,,,,,,349.0,,,,,,840.0,,,,,,,,,28.0,,,,,,,,61.0,,,82.0,118.0,,,,,,,,
871325,,,,,,,,,1385.0,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,1022.0,,,,,,,,831.0,,1201.0,,,,,,,,,,,,966.0,,,,,,,,,,1185.0,,,,,483.0,,,,,,,,,321.0,,,,,,,73.0,,,,,,,,,,,,
904,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,102.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,
1121303,,,,,,,,,,660.0,,,,,,,,,,,,,,,1472.0,,,,,,786.0,,,,,,,,,,,,1252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0,,,,,,,,,,,,
1218507,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,,,,,,,,,,464.0,,,,,691.0,,,,,,,,,,,,,,,,,,,,808.0,,,,263.0,,,,,,,,,,,,,,,,,,,,,569.0,,,,,,,989.0,,2311.0,,,,,,,,,,,,,28.0,,,,,,,,,,,,,4371.0,,,,3576.0,2639.0
1326,,,,,,,,,,734.0,,,,,,,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393034,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,324.0,,,52.0,,,,,,,,,157.0,,,,,,,162.0,,,,,,,,,,66.0,,,,,,552.0,,100.0,,,,,,,,,,,,89.0
1445607,,,,,,,,,,806.0,,1831.0,,,,,,,678.0,,,,,1786.0,,,,,,,,,,,,,,,,,,,,,,1105.0,,,,,,,,,,,,,2308.0,610.0,,,868.0,,,,,,,,,,268.0,2075.0,,,,,1357.0,,169.0,,116.0,,48.0,,,,,,,,,,,,,,,
1543,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187327,,,,,,,,,,53.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,71.0,48.0,105.0,,153.0,,80.0,,49.0,151.0,,,,,,,,,,128.0,93.0,,235.0,,,,,,,40.0,217.0,,162.0,,,,137.0,,,,,151.0,,,18.0,,,,100.0,,87.0,,,,,126.0,,,,,142.0,,,,240.0,
208224,,,,,,,,,,163.0,,,,,175.0,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213810,,,,,,,,,,100.0,,,,,,,396.0,,,,,,,,,,,,,479.0,547.0,,,,,,,,,,1555.0,,,,,1041.0,434.0,,,,,209.0,,,,,,,,1354.0,,,,,,,,386.0,,,,,,,,,,,,,,682.0,,,,,,,169.0,292.0,,,892.0,,,,,,586.0,
310297,,,,,,,,,,3004.0,3181.0,,,,,1049.0,1596.0,,,3336.0,,,,854.0,,,,,,,,,,,,,,886.0,,,,,,,,,,,,,1877.0,,,708.0,417.0,,,,599.0,,,,,,308.0,,,,,,,,,668.0,,,,,,,99.0,,,34.0,,,,,,,,,42.0,,,,,,,
411490,,,,,,,,,,193.0,775.0,,,,,842.0,,,,,,,25.0,,,169.0,458.0,,,,,,,,,,,,87.0,,,,592.0,,100.0,209.0,,,,,,,,,38.0,,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0,,,,1210.0,,554.0,1182.0,,,,,
411570,,,,,,,,,,8.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
436510,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44007,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,4900.0,,,,,,22.0,1114.0,,1804.0,464.0,,,,,,,,6339.0,,6691.0,,,,,,1059.0,,,,537.0,,,,,82.0,,,1534.0,,,,,,,,,,,1816.0,,2244.0,,,4255.0,,,,,,2369.0,,,,,,,,3005.0,,33.0,10.0,12.0,10.0,,,72.0,,16.0,9.0,,,468.0,,,,,,,9.0,
626931,,,,,,,,,,1686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,,,,,,,,,,,,,,,,,,,,,,,,690.0,,643.0,,,,,,,,690.0,,,,,,,,,,,,,,,,,,,,,,,
679199,,,,,,,,,,579.0,,,,415.0,,,,,,,,,,584.0,,,243.0,,,,,,,,827.0,,,,,,,,,987.0,,,,,,2229.0,,,,,,,,,,,75.0,,613.0,,974.0,,,,,10.0,,,,,,,,,,,,,,,,,1596.0,,,,,,,,,,,2117.0,,
706437,,,,,,,,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82806,,,,,,,,,,2525.0,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997886,,,,,,,,,,1384.0,,,,,,,3677.0,,,,,,,,,837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.0,,,,,,,,,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,,
